id,job_title,work_type,workplace,company_name,company_page,experience_level,yrs_of_exp,address,city,country
1429,Procurement Specialist Outsourced - Alexandria,Full Time,On-site,Prometeon tyres group – Egypt,https://wuzzuf.net/jobs/careers/Pirelli-Egypt-4786,Entry Level,1 - 3 Yrs of Exp,Ameria,Alexandria,Egypt
1430,Procurement Specialist- Foreign & Local,Full Time,On-site,T&D Design,https://wuzzuf.net/jobs/careers/T-D-Design-Egypt-16390,Experienced,3 - 6 Yrs of Exp,New Cairo,Cairo,Egypt
1431,Procurement construction Engineer,Full Time,On-site,Confidential,UnKnown,Manager,7 - 10 Yrs of Exp,New Cairo,Cairo,Egypt
1432,Product Management Internship,Full Time,Hybrid,Koinz,https://wuzzuf.net/jobs/careers/Koinz-Egypt-55510,Entry Level,0 - 1 Yrs of Exp,Maadi,Cairo,Egypt
1433,Product Manager,Full Time,Hybrid,bluworks,https://wuzzuf.net/jobs/careers/bluworks-Egypt-100842,Experienced,4 - 6 Yrs of Exp,Maadi,Cairo,Egypt
1434,Product Manager,Full Time,On-site,Mazaya,https://wuzzuf.net/jobs/careers/Mazaya-Egypt-16975,Experienced,5 - 7 Yrs of Exp,New Cairo,Cairo,Egypt
1435,Product Manager,Full Time,Hybrid,WUZZUF,https://wuzzuf.net/jobs/careers/WUZZUF-Egypt-15061,Experienced,3 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1436,Product Manager,Full Time,Hybrid,Al Ahly Momkn for e-payment,https://wuzzuf.net/jobs/careers/Al-Ahly-Momkn-for-e-payment-Egypt-70281,Experienced,3 - 5 Yrs of Exp,Maadi,Cairo,Egypt
1437,Product Manager,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 6 Yrs of Exp,Downtown,Cairo,Egypt
1438,Product Manager - Desktop,Full Time,UnKnown,Canonical,https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,Entry Level,UnKnown,UnKnown,Riyadh,Saudi Arabia
1439,Product Manager - Industrial Sector Lead,Full Time,UnKnown,Canonical,https://wuzzuf.net/jobs/careers/Canonical-Saudi Arabia-126640,Experienced,UnKnown,UnKnown,Riyadh,Saudi Arabia
1440,Product Manager – Client Computing Solutions (Enterprise Business Unit),Full Time,On-site,Raya Distribution,https://wuzzuf.net/jobs/careers/Raya-Distribution-Egypt-1495,Experienced,5 - 7 Yrs of Exp,Maadi,Cairo,Egypt
1441,Product Marketing Specialist,Full Time,On-site,Al-Amal Al-sharif For Plastic,https://wuzzuf.net/jobs/careers/Al-Amal-Al-sharif-For-Plastic-Egypt-54751,Experienced,3 - 5 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1442,Product Owner,Full Time,Hybrid,Bnaia,https://wuzzuf.net/jobs/careers/shop4build-Egypt-56035,Experienced,2 - 5 Yrs of Exp,Maadi,Cairo,Egypt
1443,Product Owner,Full Time,On-site,Confidential,UnKnown,Entry Level,1 - 7 Yrs of Exp,Maadi,Cairo,Egypt
1444,Product Owner,Full Time,On-site,Confidential,UnKnown,Entry Level,1 - 7 Yrs of Exp,Dokki,Giza,Egypt
1445,Product Support Specialist,Full Time,On-site,Brand Connection,https://wuzzuf.net/jobs/careers/-113096,Experienced,1 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
1446,Production Engineer,Full Time,On-site,Confidential,UnKnown,Manager,3 - 5 Yrs of Exp,New Cairo,Cairo,Egypt
1447,Production Engineer,Full Time,On-site,Nassar Group,https://wuzzuf.net/jobs/careers/Nassar-Group-Egypt-16430,Entry Level,0 - 5 Yrs of Exp,Qalyub,Qalubia,Egypt
1448,Production Engineer,Full Time,On-site,Fabric Tex,https://wuzzuf.net/jobs/careers/Fabric-Tex-Egypt-89304,Experienced,1 - 3 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1449,Production Engineer,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,Alsadat City,Monufya,Egypt
1450,Production Engineer,Full Time,On-site,Total Solutions L.T.D,https://wuzzuf.net/jobs/careers/Total Solutions L.T.D-Egypt-94593,Experienced,3 - 5 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1451,Production Engineer,Full Time,On-site,Confidential,UnKnown,Experienced,2 - 5 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1452,Production Engineer ( Food Colors),Full Time,On-site,Holw El Sham,https://wuzzuf.net/jobs/careers/Holw-El-Sham-Egypt-14366,Experienced,3 - 5 Yrs of Exp,6th of October,Giza,Egypt
1453,Production Engineer - Intern,Internship,On-site,ICON Holding,https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,Entry Level,UnKnown,Helwan,Cairo,Egypt
1454,Production Engineer - Poultry,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,UnKnown,Beheira,Egypt
1455,Production Engineering Trainee,Internship,On-site,LEONI Wiring System Egypt S.A.E,https://wuzzuf.net/jobs/careers/LEONI-Wiring-System-Egypt-S-A-E-Egypt-4098,Entry Level,UnKnown,Nasr City,Cairo,Egypt
1456,Production Manager,Full Time,On-site,Confidential,UnKnown,Manager,7 - 10 Yrs of Exp,khanka,Qalubia,Egypt
1457,Production Manager - Food Sector,Full Time,On-site,Confidential,UnKnown,Manager,10+ Yrs of Exp,6th of October,Giza,Egypt
1458,Production Planner,Full Time,On-site,VIVO,https://wuzzuf.net/jobs/careers/VIVO-Egypt-75087,Entry Level,0 - 3 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1459,Production Planner Specialist,Full Time,On-site,Mamiba,https://wuzzuf.net/jobs/careers/Mamiba-Cosmetics-Egypt-8409,Experienced,2 - 5 Yrs of Exp,6th of October,Giza,Egypt
1460,Production Planning Control Engineer,Full Time,On-site,Zamil Steel Buildings Co,https://wuzzuf.net/jobs/careers/Zamil-Steel-Buildings-Co-Egypt-12650,Entry Level,1 - 3 Yrs of Exp,6th of October,Giza,Egypt
1461,Production Planning Engineer,Full Time,On-site,Unitech,https://wuzzuf.net/jobs/careers/Unitech-Egypt-9234,Entry Level,1 - 2 Yrs of Exp,Giza,Giza,Egypt
1462,Production Planning Engineer and Spare Parts,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,Wadi Alnatrun,Beheira,Egypt
1463,Project Analyst - Audit & Asset Protection,Full Time,On-site,Alshaya,https://wuzzuf.net/jobs/careers/Alshaya-Egypt-31261,Experienced,1 - 2 Yrs of Exp,Nasr City,Cairo,Egypt
1464,Project Associate,Full Time,On-site,Millensys,https://wuzzuf.net/jobs/careers/Millensys-Egypt-17673,Experienced,2 - 4 Yrs of Exp,New Cairo,Cairo,Egypt
1465,Project Control Engineer – Civil,Full Time,On-site,TECTRA,https://wuzzuf.net/jobs/careers/Tectra-Co--Egypt-46067,Experienced,2 - 4 Yrs of Exp,Sheikh Zayed,Giza,Egypt
1466,Project Electrical Engineer,Full Time,On-site,Confidential,UnKnown,Experienced,5 - 8 Yrs of Exp,Maadi,Cairo,Egypt
1467,Project Lead,Full Time,Remote,Netlabs Consultancy - LLC,https://wuzzuf.net/jobs/careers/Netlabs Consultancy LLC-Egypt-126340,Experienced,3 - 6 Yrs of Exp,UnKnown,Cairo,Egypt
1468,Project Management Engineer Intern,Internship,On-site,ICON Holding,https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,Entry Level,UnKnown,Helwan,Cairo,Egypt
1469,Project Management Specialist,Full Time,On-site,Misr Elkheir Foundation,https://wuzzuf.net/jobs/careers/Misr-Elkheir-Foundation-Egypt-7932,Experienced,2 - 4 Yrs of Exp,Mokattam,Cairo,Egypt
1470,Project Manager,Full Time,On-site,Creative Motion,https://wuzzuf.net/jobs/careers/Creative-Motion-Egypt-18862,Manager,2 - 5 Yrs of Exp,Maadi,Cairo,Egypt
1471,Project Manager,Full Time,On-site,EEC Group,https://wuzzuf.net/jobs/careers/EEC-Group-Egypt-31409,Manager,15 - 17 Yrs of Exp,Sheraton,Cairo,Egypt
1472,Project Manager,Full Time,On-site,Nexus Analytica,https://wuzzuf.net/jobs/careers/Nexus-Analytica-Egypt-51435,Manager,3 - 5 Yrs of Exp,Shorouk City,Cairo,Egypt
1473,Project Manager,Full Time,On-site,Wadi Group,https://wuzzuf.net/jobs/careers/Wadi-Group-Egypt-7062,Manager,10 - 15 Yrs of Exp,Aswan,Aswan,Egypt
1474,Project Planner / Scheduler,Full Time,On-site,Egyptrol,https://wuzzuf.net/jobs/careers/Egyptrol-809,Experienced,5 - 15 Yrs of Exp,UnKnown,Cairo,Egypt
1475,Project Sales Engineer,Full Time,On-site,Msi - Metal And Steel Innovation,https://wuzzuf.net/jobs/careers/KSG-Egypt-24814,Experienced,2 - 3 Yrs of Exp,New Cairo,Cairo,Egypt
1476,Property Advisor,Full Time,On-site,Winners,https://wuzzuf.net/jobs/careers/Winners-Egypt-106192,Entry Level,0 - 2 Yrs of Exp,New Cairo,Cairo,Egypt
1477,Property Advisor,Full Time,On-site,Trust Real Estate,https://wuzzuf.net/jobs/careers/Trust Real Estate-Egypt-126365,Experienced,2 - 4 Yrs of Exp,UnKnown,Cairo,Egypt
1478,Property Consultant,Full Time,On-site,Confidential,UnKnown,Experienced,2 - 5 Yrs of Exp,Mohandessin,Giza,Egypt
1479,Property Consultant,Full Time,On-site,Treskon Developement,https://wuzzuf.net/jobs/careers/Treskon Developement-Egypt-127129,Entry Level,1 - 5 Yrs of Exp,UnKnown,Cairo,Egypt
1480,Property Consultant,Full Time,On-site,Novus Stanza,https://wuzzuf.net/jobs/careers/novus stanza-Egypt-97394,Entry Level,1 - 3 Yrs of Exp,Heliopolis,Cairo,Egypt
1481,Property Consultants,Full Time,On-site,Confidential,UnKnown,Entry Level,1 - 5 Yrs of Exp,UnKnown,Alexandria,Egypt
1482,Proposal Engineer,Full Time,On-site,IETOS,https://wuzzuf.net/jobs/careers/IETOS-Egypt-37034,Experienced,3 - 5 Yrs of Exp,Sheraton,Cairo,Egypt
1483,Proposal Writer,Full Time,On-site,Nahdet Misr Publishing Group,https://wuzzuf.net/jobs/careers/Nahdet-Misr-Publishing-Group-Egypt-1272,Experienced,2 - 4 Yrs of Exp,Mohandessin,Giza,Egypt
1484,Proposal Writer,Full Time,On-site,Sprints.ai,https://wuzzuf.net/jobs/careers/Sprints-ai-Egypt-44269,Experienced,2 - 4 Yrs of Exp,Maadi,Cairo,Egypt
1485,Public Relation specialist,Full Time,On-site,Mersal,https://wuzzuf.net/jobs/careers/Mersal-Egypt-45113,Experienced,3 - 4 Yrs of Exp,Maadi,Cairo,Egypt
1486,Purchasing Agent,Full Time,On-site,CSCEC International Facade Egypt Co Ltd,https://wuzzuf.net/jobs/careers/-100397,Entry Level,1 - 7 Yrs of Exp,Ataqah,Suez,Egypt
1487,Purchasing Agent,Full Time,On-site,SMD Industrial,https://wuzzuf.net/jobs/careers/SMD Industrial-Egypt-93021,Entry Level,1 - 2 Yrs of Exp,UnKnown,Cairo,Egypt
1488,Purchasing Coordinator,Full Time,On-site,Confidential,UnKnown,Entry Level,0 - 1 Yrs of Exp,Obour City,Cairo,Egypt
1489,Purchasing Coordinator,Full Time,On-site,Mobility Pro DMCC,https://wuzzuf.net/jobs/careers/Mobility-Pro-DMCC-Egypt-28357,Entry Level,0 - 2 Yrs of Exp,Azarita,Alexandria,Egypt
1490,Purchasing Coordinator,Full Time,On-site,Confidential,UnKnown,Entry Level,0 - 3 Yrs of Exp,UnKnown,Cairo,Egypt
1491,Purchasing Engineer,Full Time,On-site,Alex form,https://wuzzuf.net/jobs/careers/-86812,Experienced,3 - 5 Yrs of Exp,Ameria,Alexandria,Egypt
1492,Purchasing Section Head,Full Time,On-site,etisal for advanced industries,https://wuzzuf.net/jobs/careers/etisal-for-advanced-industries-Egypt-83648,Manager,5 - 7 Yrs of Exp,6th of October,Giza,Egypt
1493,Purchasing Section head,Full Time,On-site,Confidential,UnKnown,Experienced,5 - 12 Yrs of Exp,Bourj Alarab,Alexandria,Egypt
1494,Purchasing Senior Specialist,Full Time,On-site,Confidential,UnKnown,Experienced,4 - 7 Yrs of Exp,Obour City,Cairo,Egypt
1495,Purchasing Specialist,Full Time,On-site,etisal for advanced industries,https://wuzzuf.net/jobs/careers/etisal-for-advanced-industries-Egypt-83648,Entry Level,1 - 3 Yrs of Exp,6th of October,Giza,Egypt
1496,Purchasing Specialist,Full Time,On-site,Leeds,https://wuzzuf.net/jobs/careers/Leeds-Egypt-15550,Experienced,3 - 5 Yrs of Exp,Smart Village,Giza,Egypt
1497,Purchasing Specialist,Full Time,On-site,Confidential,UnKnown,Experienced,3 - 5 Yrs of Exp,Alamein,Matruh,Egypt
1498,Purchasing Specialist,Full Time,On-site,Confidential,UnKnown,Entry Level,1 - 1 Yrs of Exp,Heliopolis,Cairo,Egypt
1499,Purchasing Specialist,Full Time,On-site,Dakahlia Group,https://wuzzuf.net/jobs/careers/Dakahlia-Group-Egypt-4638,Entry Level,1 - 3 Yrs of Exp,Nasr City,Cairo,Egypt
1500,Purchasing Specialist (Bakery & Pastry),Full Time,On-site,Bakeland Egypt,https://wuzzuf.net/jobs/careers/Bakeland-Egypt-Egypt-50602,Experienced,2 - 10 Yrs of Exp,10th of Ramadan City,Cairo,Egypt
1501,Purchasing Specialist - Sap User,Full Time,On-site,Confidential,UnKnown,Entry Level,1 - 3 Yrs of Exp,New Nozha,Cairo,Egypt
1502,Python Developer,Internship,On-site,ZTechnium,https://wuzzuf.net/jobs/careers/ztechnium-egypt-127676,Entry Level,UnKnown,Nasr City,Cairo,Egypt
1503,Q.A IPC Officer,Full Time,On-site,APEX Pharma,https://wuzzuf.net/jobs/careers/APEX-Pharma-Egypt-26371,Experienced,2 - 4 Yrs of Exp,Badr City,Cairo,Egypt
1504,Q.C Raw Material & Packaging Manager,Full Time,On-site,APEX Pharma,https://wuzzuf.net/jobs/careers/APEX-Pharma-Egypt-26371,Manager,7 - 10 Yrs of Exp,Badr City,Cairo,Egypt
1505,QA - Compliance Specialist,Full Time,On-site,Pharco Corporation,https://wuzzuf.net/jobs/careers/Amriya-Pharmaceutical-Industries-Egypt-18834,Experienced,2 - 4 Yrs of Exp,Ameria,Alexandria,Egypt
1506,QA Documentation Officer,Full Time,On-site,APEX Pharma,https://wuzzuf.net/jobs/careers/APEX-Pharma-Egypt-26371,Experienced,2 - 3 Yrs of Exp,Badr City,Cairo,Egypt
1507,QA Engineer,Full Time,On-site,ICON Holding,https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,Entry Level,1 - 3 Yrs of Exp,Helwan,Cairo,Egypt
1508,QHSE Manager,Full Time,On-site,Masria Digital Payment (MDP),https://wuzzuf.net/jobs/careers/Masria-Card-Egypt-12728,Manager,5 - 10 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1509,QS & Tendering Engineer,Full Time,On-site,Cubic,https://wuzzuf.net/jobs/careers/Cubic-Egypt-94451,Experienced,3 - 5 Yrs of Exp,New Cairo,Cairo,Egypt
1510,Quality Assurance,Full Time,On-site,Al Asdekaa Group for Dairies Production and Trading,https://wuzzuf.net/jobs/careers/ElAsdekaa-for-Dairy-industries-Egypt-70651,Entry Level,1 - 3 Yrs of Exp,Bourj Alarab,Alexandria,Egypt
1511,Quality Assurance & Systems Section Head,Full Time,On-site,GB Corp,https://wuzzuf.net/jobs/careers/Ghabbour-Auto-Egypt-362,Senior Management,5 - 10 Yrs of Exp,UnKnown,Giza,Egypt
1512,Quality Assurance Analyst,Full Time,On-site,Intouch CX,https://wuzzuf.net/jobs/careers/Intouch-CX-Egypt-95363,Entry Level,1 - 2 Yrs of Exp,Maadi,Cairo,Egypt
1513,Quality Assurance Analyst - KYC/Background Screening,Full Time,UnKnown,Corporate Research and Investigations,https://wuzzuf.net/jobs/careers/Corporate Research and Investigations-Saudi Arabia-126786,Entry Level,UnKnown,UnKnown,Riyadh,Saudi Arabia
1514,Quality Assurance Coordinator,Full Time,On-site,Axios International,https://wuzzuf.net/jobs/careers/Axios International-United Arab Emirates-114674,Experienced,3 - 5 Yrs of Exp,Dokki,Giza,Egypt
1515,"Quality Assurance Developer, Trilogy (Remote) - $60,000/year USD",Full Time,UnKnown,Trilogy,https://wuzzuf.net/jobs/careers/Trilogy-United Arab Emirates-126645,Entry Level,UnKnown,UnKnown,Dubai,United Arab Emirates
1516,Quality Assurance Engineer,Full Time,On-site,Harvest Foods,https://wuzzuf.net/jobs/careers/Harvest-Foods-Egypt-20217,Experienced,3 - 5 Yrs of Exp,6th of October,Giza,Egypt
1517,Quality Assurance Engineer,Full Time,On-site,Chema Foam,https://wuzzuf.net/jobs/careers/Chema-Foam-Egypt-29477,Experienced,1 - 3 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1518,Quality Assurance Engineer Intern,Internship,On-site,ICON Holding,https://wuzzuf.net/jobs/careers/ICON-Holding-Egypt-47223,Entry Level,UnKnown,Helwan,Cairo,Egypt
1519,Quality Assurance Executive,Full Time,Hybrid,Confidential,UnKnown,Experienced,2 - 6 Yrs of Exp,Mohandessin,Giza,Egypt
1520,Quality Assurance Inspector (Denim Garments Focus),Full Time,On-site,Kontoor Brands,https://wuzzuf.net/jobs/careers/Kontoor-Brands-United-States-115783,Experienced,8 - 8 Yrs of Exp,UnKnown,Cairo,Egypt
1521,Quality Assurance Manager,Full Time,On-site,K Line Europe,https://wuzzuf.net/jobs/careers/-92966,Manager,7+ Yrs of Exp,Nasr City,Cairo,Egypt
1522,Quality Assurance Manager - Food Industry,Full Time,On-site,Great Foods,https://wuzzuf.net/jobs/careers/Great-Foods-Egypt-37766,Manager,7 - 10 Yrs of Exp,Bourj Alarab,Alexandria,Egypt
1523,Quality Assurance Officer,Full Time,On-site,Air Arabia,https://wuzzuf.net/jobs/careers/Air-Arabia-United-Arab-Emirates-24864,Experienced,2+ Yrs of Exp,Mohandessin,Giza,Egypt
1524,Quality Assurance Section Head,Full Time,On-site,Confidential,UnKnown,Manager,7 - 15 Yrs of Exp,Badr City,Cairo,Egypt
1525,Quality Assurance Specialist,Full Time,On-site,CODPARTNER,https://wuzzuf.net/jobs/careers/CODPARTNER-Morocco-73191,Experienced,1 - 3 Yrs of Exp,Maadi,Cairo,Egypt
1526,Quality Assurance Specialist,Full Time,On-site,KTS International,https://wuzzuf.net/jobs/careers/KTS International-Egypt-105796,Experienced,2 - 4 Yrs of Exp,UnKnown,Cairo,Egypt
1527,Quality Assurance Specialist,Full Time,On-site,Wadi Degla Clubs,https://wuzzuf.net/jobs/careers/Wadi-Degla-Clubs--Egypt-14583,Entry Level,1 - 3 Yrs of Exp,UnKnown,Cairo,Egypt
1528,Quality Assurance Specialist - Call Center,Full Time,On-site,New Plan,https://wuzzuf.net/jobs/careers/AlKhalil-Egypt-32501,Experienced,3 - 5 Yrs of Exp,Heliopolis,Cairo,Egypt
1529,Quality Assurance) QA) Section head,Full Time,On-site,Dough and More Food Industries,https://wuzzuf.net/jobs/careers/Dough-and-More-Food-Industries-Egypt-55006,Experienced,5 - 8 Yrs of Exp,6th of October,Giza,Egypt
1530,Quality Control,Full Time,On-site,Chema Foam,https://wuzzuf.net/jobs/careers/Chema-Foam-Egypt-29477,Entry Level,0 - 2 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1531,Quality Control Coordinator,Full Time,On-site,Axios International,https://wuzzuf.net/jobs/careers/Axios International-United Arab Emirates-114674,Experienced,3 - 5 Yrs of Exp,Dokki,Giza,Egypt
1532,Quality Control Engineer,Full Time,On-site,Saint-Gobain,https://wuzzuf.net/jobs/careers/Saint-Gobain-Glass-Egypt-7552,Experienced,2 - 5 Yrs of Exp,Ain Sokhna,Suez,Egypt
1533,Quality Control Engineer,Full Time,On-site,Frank Noe Egypt,https://wuzzuf.net/jobs/careers/frank-noe-egypt-limited-company-Egypt-37285,Entry Level,0 - 2 Yrs of Exp,6th of October,Giza,Egypt
1534,Quality Control Engineer (Lamination - Printing),Full Time,On-site,Good Seal Packaging,https://wuzzuf.net/jobs/careers/Good Seal Packaging-Egypt-111165,Entry Level,1 - 3 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1535,Quality Control Inspector,Full Time,On-site,Original International For trailers,https://wuzzuf.net/jobs/careers/-97939,Entry Level,1 - 2 Yrs of Exp,Obour City,Cairo,Egypt
1536,Quality Control Manager,Full Time,On-site,Pharco Corporation,https://wuzzuf.net/jobs/careers/Amriya-Pharmaceutical-Industries-Egypt-18834,Manager,7 - 10 Yrs of Exp,Bourj Alarab,Alexandria,Egypt
1537,Quality Control Manager,Full Time,On-site,Etisal EG,https://wuzzuf.net/jobs/careers/Etisal-EG-Egypt-33245,Manager,3 - 5 Yrs of Exp,10th of Ramadan City,Sharqia,Egypt
1538,Quality Control Manager,Full Time,On-site,Confidential,UnKnown,Manager,10 - 15 Yrs of Exp,6th of October,Giza,Egypt
1539,Quality Control Section Head,Full Time,On-site,Confidential,UnKnown,Senior Management,7+ Yrs of Exp,Mit Ghamr,Dakahlia,Egypt
1540,Quality Control Section Head (Feeds),Full Time,On-site,Confidential,UnKnown,Manager,7 - 17 Yrs of Exp,Mit Ghamr,Dakahlia,Egypt
1541,Quality Control Section head,Full Time,On-site,Roots Group,https://wuzzuf.net/jobs/careers/-77480,Experienced,8 - 10 Yrs of Exp,Noubaria,Beheira,Egypt
1542,Quality Control Supervisor,Full Time,On-site,AJE,https://wuzzuf.net/jobs/careers/AJE-Egypt-25050,Experienced,7 - 10 Yrs of Exp,UnKnown,Giza,Egypt
1543,Quality Control and Laboratory Manag in Chemical Company,Full Time,On-site,Confidential,UnKnown,Manager,5 - 8 Yrs of Exp,New Menia,Minya,Egypt
1544,Quality Data Analysis Engineer,Full Time,On-site,Sumitomo Electric Egypt,https://wuzzuf.net/jobs/careers/SE-Wiring-Systems-EGYPT-Egypt-23300,Entry Level,1 - 2 Yrs of Exp,6th of October,Giza,Egypt
1545,Quality Engineer,Full Time,On-site,Midea Group,https://wuzzuf.net/jobs/careers/Midea-Group-Egypt-64266,Experienced,3 - 5 Yrs of Exp,Alsadat City,Monufya,Egypt
1546,Quality Engineer,Full Time,On-site,Sumitomo Electric Egypt,https://wuzzuf.net/jobs/careers/SE-Wiring-Systems-EGYPT-Egypt-23300,Entry Level,1 - 2 Yrs of Exp,6th of October,Giza,Egypt
1547,Quality Engineer,Full Time,On-site,Titan Cement Egypt,https://wuzzuf.net/jobs/careers/Titan-Cement-Egypt--Egypt-7832,Entry Level,1 - 2 Yrs of Exp,Dkhaila,Alexandria,Egypt
1548,Quality Engineer,Full Time,On-site,Marmonil Marble & Granite,https://wuzzuf.net/jobs/careers/Marmonil-Marble---Granite-Egypt-8616,Entry Level,1 - 3 Yrs of Exp,Katameya,Cairo,Egypt
1549,Quality Engineer,Full Time,On-site,Alahram Cookware,https://wuzzuf.net/jobs/careers/Alahram-Cookware-Egypt-54241,Experienced,1 - 2 Yrs of Exp,Agami,Alexandria,Egypt
1550,Quality Engineer,Full Time,UnKnown,Emdad Al Khebrat,https://wuzzuf.net/jobs/careers/Emdad Al Khebrat-Saudi Arabia-126931,Entry Level,UnKnown,UnKnown,Riyadh,Saudi Arabia
1551,Quality Manager,Full Time,On-site,Gazelle Envelope Manufacturers,https://wuzzuf.net/jobs/careers/Gazelle Envelope Manufacturers-Egypt-97493,Experienced,5 - 7 Yrs of Exp,6th of October,Giza,Egypt
1552,Quality Manager,Full Time,On-site,CairoPac,https://wuzzuf.net/jobs/careers/CairoPac-Egypt-126937,Manager,10 - 15 Yrs of Exp,6th of October,Giza,Egypt
1553,Quality Manager,Full Time,On-site,El-Amir Group,https://wuzzuf.net/jobs/careers/El-Amir-Group-Egypt-11148,Manager,7 - 10 Yrs of Exp,Obour City,Cairo,Egypt
1554,Quality Manager - Manual Food Manufacturing,Full Time,On-site,Confidential,UnKnown,Manager,10+ Yrs of Exp,6th of October,Giza,Egypt
1555,Quality Specialist,Full Time,On-site,Cleopatra Hospitals Group,https://wuzzuf.net/jobs/careers/Cleopatra-Hospital-Group-Egypt-28152,Entry Level,1 - 3 Yrs of Exp,6th of October,Giza,Egypt
1556,Quality Specialist,Full Time,On-site,Misr International Hospital,https://wuzzuf.net/jobs/careers/-104632,Entry Level,1 - 3 Yrs of Exp,Dokki,Giza,Egypt
